Seller ID,Product ID,Price,Old Price,ADO,Stock,Rating,Offshore Seller
603740,62435567,711.08,1335.47,0.67,5918,4,True
425598,31677213,215.36,762.48,0.83,8061,4,False
391322,56765152,948.2,6561.05,0.83,1319,5,False
220486,82551076,536.29,1671.7,0.51,2001,1,False
652632,88279542,450.56,2043.49,0.37,786,5,True
369523,63042759,974.2,1761.96,0.46,4466,3,False
897854,40939480,883.95,2078.0,0.78,1978,1,True
537877,93568962,674.51,788.66,0.18,4121,2,True
924359,26729314,159.27,533.58,0.11,2373,3,False
661710,59823473,811.54,811.54,0.55,644,3,False
834746,38732671,966.47,4140.13,0.75,6632,2,True
943470,49103377,979.3,1763.65,0.04,3826,5,True
523842,80873580,740.95,2096.29,0.1,711,1,True
611696,34009719,580.91,649.68,0.86,4543,5,False
919411,97402730,732.14,800.44,0.23,2559,1,False
305740,95656944,234.83,1268.5,0.28,7279,3,False
284701,40240898,834.29,2118.31,0.3,4109,2,False
635630,62371554,945.8,1016.95,0.5,5572,2,False
506939,61248762,927.07,3439.21,0.27,7599,5,True
412142,21008009,721.46,1194.07,0.22,5229,4,False
424375,11963010,588.15,3529.52,0.02,5170,5,False
312873,98322475,494.39,710.02,0.45,448,3,True
471135,16068188,827.27,1973.55,0.67,3417,5,True
986602,26024378,200.9,200.9,0.48,1934,4,False
286326,80391390,754.44,1471.14,0.45,3390,3,True
364306,12295494,351.42,808.76,0.69,575,3,False
631140,98523629,442.5,1006.47,0.3,3690,4,False
214346,93340008,47.19,47.19,0.39,1987,5,False
226884,25575995,732.92,848.97,0.23,7961,5,False
732857,91080048,216.26,216.26,0.26,3811,2,False
209935,44316809,243.17,306.73,0.55,8131,1,False
723008,39886603,767.87,3736.26,0.41,2659,5,True
300851,71483990,351.11,2348.81,0.72,3268,4,False
224299,68631538,448.27,1770.46,0.31,8755,1,True
423391,35501844,31.08,119.2,0.33,7120,1,False
579538,37412505,363.79,407.95,0.69,1982,2,False
790252,62517682,831.76,7418.65,0.25,5952,1,True
112568,77051224,171.69,291.96,0.07,711,2,True
389541,51267410,724.77,954.95,0.61,5533,4,False
655324,30111843,646.28,967.11,0.66,2303,4,False
199703,58337923,225.12,225.12,0.36,8614,4,False
479022,21107382,790.38,4007.57,0.2,5166,4,True
296092,63080314,6.46,34.54,0.89,1322,1,False
947095,51042079,350.14,1116.39,0.98,125,2,False
352090,50810505,190.21,732.53,0.25,4872,4,True
543640,43402348,445.02,445.02,0.26,2892,2,True
723297,26840629,297.33,512.71,0.34,6961,5,False
791667,73916708,821.2,4466.74,0.06,9560,3,False
204982,51357706,876.45,1411.84,0.21,1894,4,False
809816,56116572,290.17,290.17,0.19,9064,3,False
404469,83567737,760.81,4001.25,0.81,8960,2,False
515365,15096070,314.37,392.72,0.14,6611,4,False
521966,19436338,737.9,3816.53,0.06,7992,5,True
927862,24457900,464.3,739.63,0.43,8613,5,True
549539,29752130,597.1,1648.64,0.31,1401,4,True
855728,48214844,212.8,961.18,0.6,3517,4,True
684629,67990339,999.84,5461.18,0.06,295,4,False
118973,84837120,234.62,372.75,0.63,1097,3,False
520866,33864669,918.98,1112.38,0.26,3718,5,False
933976,42672658,845.37,5120.68,0.45,1583,1,False
675752,82166610,536.89,1068.94,0.42,87,1,False
461777,40030991,600.76,600.76,0.64,6997,5,True
256250,47689022,745.55,3706.63,0.45,3251,5,True
715776,74566728,953.44,3904.53,0.64,6015,1,False
774617,41321692,744.05,3312.54,0.35,4210,4,True
162886,51839976,149.94,195.35,0.54,6207,4,False
738667,79996796,251.73,1899.19,0.81,7233,4,False
450559,46205487,768.11,4173.16,0.33,7386,5,False
869797,98384894,646.02,845.89,0.44,1811,3,True
587297,62576092,925.73,2807.13,0.72,427,1,False
187563,39048679,119.32,868.9,0.22,6967,1,False
765944,82719751,177.06,412.59,0.82,7497,5,False
183176,15157280,99.52,153.54,0.57,5950,5,True
836508,34496861,960.15,5711.47,0.08,5256,4,True
239467,52537307,921.54,1761.98,0.01,5855,4,False
272294,38325826,457.8,979.89,0.78,1950,5,False
494253,31441561,769.57,2409.75,0.15,5443,5,True
104113,98391175,995.99,1397.14,0.08,2763,5,False
425218,34534718,601.38,1955.49,0.68,1460,1,True
196014,62556744,410.81,596.5,0.25,5944,1,True
501551,89807621,696.77,1951.36,0.68,4310,2,False
289331,54315042,679.56,1234.45,0.54,2092,1,True
904661,92622685,145.44,785.61,0.94,6403,1,False
186757,22130577,137.95,474.64,0.28,2592,2,True
687842,81550667,434.24,1839.89,0.3,3726,5,False
972624,34792033,242.05,921.75,0.98,5434,2,False
745087,82814026,557.16,557.16,0.28,1484,3,True
495433,26537213,414.72,2171.05,0.53,5455,5,True
126500,16788427,228.8,832.97,0.86,3867,3,True
156693,71087795,75.98,407.39,0.27,3016,4,False
777654,24942638,34.58,42.42,0.42,6548,3,True
407209,82553744,519.7,1252.04,0.2,6724,3,True
883301,81878831,591.18,1574.02,0.62,4476,3,False
389898,31128232,514.9,3914.47,0.15,3459,3,True
643235,11068847,527.44,1250.46,0.41,9919,4,True
343319,78592512,484.07,2852.77,0.93,8779,4,False
729169,11888772,74.0,135.37,0.65,2758,5,False
852458,85168077,925.08,1101.52,0.41,8112,4,True
223216,34672840,895.62,5989.64,0.34,7932,3,True
410168,84622576,516.52,3070.74,0.2,2221,3,True
222869,72041045,56.15,275.2,0.1,3023,5,False
768549,47672429,968.87,1157.69,0.78,8444,4,False
126573,31229803,148.21,1086.61,0.79,8137,4,False
385124,23926498,620.16,3622.09,0.78,5449,3,True
352136,73451494,355.74,1878.02,0.0,5433,3,True
527837,48464204,67.74,244.87,0.75,7292,5,False
444959,85026151,123.96,185.53,0.23,9534,2,True
612538,22601396,819.05,3544.33,0.37,9943,4,False
308834,76154708,964.45,5094.76,0.81,2178,2,True
605346,58408475,222.44,388.42,0.26,5791,1,True
816118,52455686,297.59,297.59,0.61,6742,3,True
420733,84443069,201.72,1109.08,0.32,7766,2,True
393561,38158745,846.91,1141.61,0.28,6195,1,True
568159,73169634,299.84,327.03,0.97,8598,2,True
218582,51623924,995.77,4291.96,0.68,2861,1,False
602750,19159994,408.49,1257.27,0.64,9613,1,False
383645,75634895,967.57,2561.46,0.41,2302,2,True
953861,54538634,545.97,2325.08,0.77,4862,2,True
335940,35726956,127.23,185.05,0.19,8038,2,True
623030,10426816,737.86,4247.14,0.31,7634,1,False
551554,80611162,331.89,842.69,0.49,1837,4,False
492553,20316265,859.1,2834.0,0.47,4455,2,False
576308,13461924,340.27,639.31,0.83,7473,4,False
394731,48507318,588.31,837.7,0.35,9777,5,True
886626,17204748,360.35,1255.49,0.03,4326,5,False
254576,59052264,66.09,132.78,0.99,7268,3,True
537416,16005705,964.72,2860.06,0.68,9727,5,True
649213,24827645,407.13,790.58,0.23,6615,4,True
619151,82879149,671.34,671.34,0.25,7234,1,True
826645,56510533,663.28,930.62,0.25,5869,3,True
770984,83774560,921.85,1905.16,0.96,8043,3,True
915483,67187369,409.57,787.91,0.75,617,1,True
474255,16900334,421.87,421.87,0.91,2037,1,False
965241,47090862,361.24,2511.04,0.2,6051,4,False
517425,55722730,414.33,756.57,0.47,5408,5,False
927122,55911967,143.08,454.49,0.75,2468,1,True
946457,10837825,825.77,3043.9,0.04,8179,4,False
112342,24055948,321.17,321.17,1.0,3030,2,True
520653,52336236,123.39,833.26,0.1,5261,4,True
750604,74718590,861.06,4701.54,0.9,5076,4,False
378952,49232679,953.15,2973.66,0.24,9831,1,True
579863,18284290,367.87,485.58,0.86,2436,5,True
416639,51472754,505.93,663.16,0.01,4971,3,False
477526,27569719,94.91,128.06,0.14,8949,2,False
593936,70829726,716.23,1628.03,0.26,256,3,True
102944,68866810,897.66,2474.66,0.03,8555,4,True
676689,61978963,20.47,23.05,0.25,7678,4,True
411274,66072457,439.35,926.98,0.7,1199,5,True
587889,81709304,238.72,238.72,0.32,3061,2,False
747920,99594337,133.24,133.24,1.0,8839,4,True
754894,70686734,235.74,235.74,0.87,5964,2,True
330753,34227505,315.9,372.24,0.62,500,3,True
413151,71291339,843.52,2027.85,0.02,5554,3,True
829397,64827206,538.68,625.57,0.02,5778,2,False
477708,35715641,328.62,2906.78,0.57,3686,1,True
947006,73750355,2.57,4.24,0.56,2819,4,True
702138,71002990,217.98,561.13,0.33,6439,1,True
728762,31601137,607.81,1085.97,0.81,1045,1,False
679047,55380204,369.41,1943.3,0.81,3458,3,True
460662,58263063,440.38,440.38,0.82,9634,2,False
546351,48475146,464.5,1158.1,0.34,644,5,False
418304,97074552,721.83,1949.3,0.17,7650,4,True
458646,37805802,318.76,1457.46,0.5,4225,5,True
637608,67512792,901.75,4234.6,0.24,8512,3,False
760098,36960696,686.09,686.09,0.53,7349,5,False
836000,46782104,715.88,2479.99,0.32,9053,1,True
330869,91784521,510.57,1160.28,0.22,249,5,True
909516,18800754,66.27,80.84,0.1,7632,5,False
787325,61117785,15.14,23.15,0.23,2545,4,True
665964,96297763,207.22,245.88,0.75,2170,5,True
586657,67541619,779.61,4563.72,0.51,2506,5,True
531880,14252754,873.03,4838.05,0.32,6508,3,True
977986,67587951,986.97,4886.09,0.71,7360,5,False
694617,69719836,588.44,1745.34,0.8,6021,5,False
478812,79290317,725.9,5828.16,0.73,9706,4,True
139942,23256412,842.77,1764.22,0.9,9667,4,True
568473,52112987,740.7,2828.54,0.3,9501,2,False
806605,98582707,399.08,1342.07,0.53,7561,3,False
580975,10963530,619.58,4893.86,0.78,7102,2,True
220418,65324222,152.21,671.14,0.82,694,5,False
616981,17627950,271.96,567.12,0.39,3976,3,True
949669,47673587,293.65,293.65,0.6,2792,1,True
259497,64328478,259.08,283.61,0.4,7499,5,True
261050,33872619,311.35,328.64,0.32,6370,3,False
382150,92399606,840.1,3664.66,0.69,544,2,True
829610,67324629,513.93,1334.22,0.28,7046,5,True
428241,85518149,405.37,1381.98,0.27,6741,2,False
690801,96112243,863.8,863.8,0.13,6151,3,False
223567,93786961,14.17,25.07,0.51,7,4,True
707698,16463827,771.16,1083.23,0.91,2328,3,True
437827,22309667,946.91,5666.02,0.18,5984,5,True
204336,27455479,126.32,579.01,0.79,8268,3,False
102463,72030789,779.03,779.03,0.2,7342,5,True
148945,16308879,844.4,844.4,0.67,9679,4,True
634650,29527087,795.54,1985.38,0.73,9638,4,True
297194,12499590,288.06,400.25,0.38,1959,4,False
634867,98592243,44.96,80.36,0.18,891,1,True
667499,46518372,724.03,726.23,0.01,8098,3,False
382189,75832778,864.18,6073.38,0.95,0,2,False
274470,21986928,929.26,5728.68,0.73,3278,4,False
812404,12244577,897.75,927.54,0.16,9873,4,False
324114,74767812,127.14,144.61,0.05,6406,3,False
670333,99392124,342.49,2005.88,0.24,3242,4,False
267989,27927802,317.24,771.42,0.42,5285,5,True
727779,36131861,981.65,7498.2,0.01,324,1,True
509968,12235855,754.43,1581.25,0.7,9134,1,True
458197,87072069,631.69,1351.32,0.63,941,4,True
324964,87083036,512.9,1277.73,0.29,6340,5,False
236024,14472861,108.06,108.06,0.46,4666,4,True
452330,72189859,778.62,1100.79,0.59,3877,2,True
547794,13608856,362.36,1929.7,0.66,4568,1,False
435095,27498694,240.56,353.66,0.79,1088,2,True
560101,38073445,418.42,2728.23,0.87,29,5,False
412958,65150670,177.88,308.47,0.65,4963,2,False
784490,76055214,627.77,3190.46,0.11,7254,2,False
424881,37540586,808.98,985.95,0.55,8777,2,True
990209,93150611,354.16,2179.22,0.9,8250,1,False
700912,85640098,820.65,2028.15,0.97,2738,3,False
755349,54741028,402.31,2211.97,0.64,5782,3,True
349407,69640213,145.82,1001.04,0.73,6595,3,False
215034,75262664,511.18,1509.7,0.88,2662,5,False
610581,54836594,7.72,14.01,0.94,4333,4,True
302247,64625442,984.85,984.85,0.09,2808,2,True
845973,45762126,906.61,2043.91,0.7,9037,1,True
134349,55648703,288.63,394.02,0.42,5226,1,True
145947,19298375,292.0,901.62,0.51,112,4,False
146957,20452550,257.45,605.96,0.69,954,3,True
341459,43579546,459.43,1194.29,0.46,434,5,False
305631,88202498,425.45,441.99,0.51,854,5,False
304742,26385812,546.66,1470.85,0.78,8439,3,True
592288,60329669,755.64,2290.14,0.77,1669,4,False
101157,67262549,550.38,2595.78,0.97,5006,3,False
861174,31842816,43.73,64.39,0.54,5905,2,False
400660,71062655,923.9,2003.09,0.92,9391,1,True
617503,76573697,160.94,528.39,0.53,2300,1,True
989200,19558967,986.16,2024.46,0.18,4796,5,False
963509,29245932,841.67,1697.27,0.9,2704,3,True
617204,43890237,603.0,683.23,0.3,3431,3,False
866930,27128974,480.3,825.77,0.34,7798,1,False
310918,89061854,787.08,5279.17,0.5,4617,3,False
845284,62043538,412.13,2597.43,0.27,9193,2,True
390057,39260227,845.19,924.74,0.26,4537,4,False
151410,72927521,527.06,1308.19,0.05,861,5,False
732505,69119061,938.36,5151.75,0.07,9031,3,False
500937,22433488,91.69,158.85,0.4,1426,4,False
785567,56904806,88.3,175.76,0.9,9288,4,True
828507,38065447,646.77,4602.6,0.08,252,4,True
578023,13153075,925.97,4000.01,0.16,4606,1,False
929108,79557556,692.88,768.31,0.17,7152,4,False
347810,44657087,466.84,1018.7,0.26,9377,4,False
105672,93990491,439.68,1229.65,0.33,5550,1,True
727203,65465481,377.81,1607.71,0.19,8946,2,True
277048,37635897,674.29,4823.18,0.56,926,5,True
321151,40912571,227.74,375.54,0.71,3201,2,True
301162,35429355,647.06,988.11,0.19,1552,5,False
772794,91775911,769.52,2162.46,0.05,3158,2,False
153750,21713047,246.01,299.66,0.5,5804,4,False
237190,22392319,548.18,933.97,0.1,4441,4,False
511755,57388511,944.76,1308.55,0.29,7048,4,True
728654,51581199,366.41,2878.63,0.29,5620,5,False
522598,38371696,321.82,1913.39,0.59,5528,3,False
437565,46891262,441.56,539.2,0.87,4408,4,False
770655,89724334,63.79,104.97,0.18,3033,2,False
695093,32766003,658.54,2433.37,0.43,3834,2,False
615270,24360052,609.32,962.21,0.99,7770,1,False
444149,98693498,901.56,2376.12,0.75,6102,1,True
656346,75339471,358.14,938.39,0.79,2791,3,True
610640,25697598,208.49,1092.47,0.64,4961,1,False
805446,16224205,949.88,6425.78,0.5,7591,4,True
719394,88740425,800.37,2866.35,0.4,2039,5,False
232140,57517512,855.27,2928.73,0.98,8491,4,False
456969,15663255,384.91,384.91,0.4,811,4,False
912697,24257761,8.0,20.33,0.66,2999,5,True
689867,96201161,839.35,1070.6,0.95,9297,1,True
539832,36417750,827.87,1548.18,0.94,6153,5,True
231775,76598846,730.3,3538.3,0.38,6452,5,False
857637,37219740,736.26,1631.72,0.21,3188,2,True
472703,48686517,893.85,4391.91,0.72,6797,2,False
396692,37053010,165.06,579.68,0.44,7469,5,True
786963,11887058,707.43,3788.77,0.57,6044,3,False
497148,99374369,910.1,2390.19,0.04,1796,2,False
816470,16259660,426.28,726.14,0.87,8645,5,True
257887,69642846,926.62,3475.75,0.92,505,2,True
572951,22131075,502.1,908.58,0.88,4396,4,True
424425,75010453,144.86,144.86,0.04,2575,2,False
365451,65320799,262.82,1112.49,0.03,830,5,True
719793,69859080,249.99,874.97,0.63,8048,4,False
964981,98844820,333.85,2151.5,0.3,5252,5,False
115248,14143965,651.28,651.28,0.93,7142,1,True
363774,26112587,927.33,1432.51,0.95,5264,1,True
662949,92358954,167.09,167.09,0.49,7609,2,False
592094,27610421,214.89,780.36,0.82,8556,5,False
756109,41405119,68.43,86.36,0.83,424,4,False
426524,92403244,867.6,2132.75,0.63,7879,5,True
214996,85100805,59.51,238.03,0.08,5381,4,True
342772,21704773,440.65,759.7,0.12,1600,3,True
770557,62382643,543.89,1978.38,0.07,576,2,False
179855,24301342,666.57,1907.45,0.76,6547,2,True
121710,76307838,365.04,2103.58,0.33,3777,2,False
111653,23072913,693.8,1810.16,0.51,3474,2,False
741775,14539114,227.36,227.36,0.04,2307,3,True
367289,51168607,972.05,5427.99,0.49,7823,3,True
273131,58232973,597.25,874.73,0.46,1216,4,False
210898,70980939,276.79,668.96,0.31,4595,4,True
791071,53091822,324.02,504.72,0.81,2516,2,True
245215,81102893,817.76,2274.21,0.78,6393,3,True
661278,21699106,777.11,1536.05,0.06,2866,1,False
255356,60545245,225.35,828.78,0.23,9961,2,False
382467,46218906,297.35,1431.79,0.85,4078,4,False
182603,91551289,176.48,689.63,0.47,4782,1,False
781775,53902216,220.75,566.38,0.34,4124,5,True
291013,45209958,910.73,6347.03,0.73,6541,5,False
643524,96418399,798.28,1488.15,0.34,8069,2,False
419327,82185103,247.6,681.85,0.61,191,3,True
175071,41939927,353.93,632.82,0.89,841,1,False
659758,54062974,140.99,140.99,0.55,2402,1,False
440193,73987166,512.09,1600.37,0.4,9945,4,True
306513,84088463,899.87,4259.12,0.18,7250,4,False
384916,18033272,707.0,707.0,0.25,8715,5,False
682334,38221072,365.57,439.89,0.6,7093,1,True
286478,32345001,243.86,853.73,0.37,5838,2,False
678499,15152994,281.88,732.3,0.38,5478,3,False
439609,23012688,790.52,1024.27,0.58,5970,2,False
578709,75731054,975.77,3802.32,0.35,20,2,False
362891,93267139,815.87,1153.64,0.25,1375,4,False
789761,84161943,136.42,483.48,0.41,6034,2,False
285747,28216707,568.2,647.37,0.66,2672,2,False
710535,48762696,235.96,637.04,0.58,8040,5,True
267376,43595782,171.24,299.07,0.06,4475,2,False
428310,84393322,228.26,239.11,0.89,5970,3,False
789454,33374708,947.57,5264.35,0.12,5503,5,False
444280,94120040,760.17,3942.79,0.23,9684,2,False
168423,88885852,756.86,756.86,0.09,6972,2,True
106685,60338432,57.48,57.48,0.76,3137,3,False
229166,31315413,360.48,429.27,0.24,1929,2,False
206317,40433626,392.01,1630.01,0.62,3287,2,False
499970,62547910,444.43,835.29,0.3,4486,1,True
122685,65656602,841.22,6403.52,0.0,6682,1,False
752997,62021663,958.35,5604.3,0.6,7254,2,True
598465,50349777,125.83,189.88,0.08,2343,5,True
